timestamp,mittente,mittente_interc,destinatario,destinatario_interc,durata,tipo
4231014,10,S,6,S,372,V
4231014,6,S,11,N,159,V
4231459,9,S,7,S,368,V
4231605,14,S,9,S,165,V
4232377,15,S,12,S,0,S
4233262,12,S,15,S,0,S
4233530,15,S,12,S,0,S
4233912,12,S,15,S,0,S
4234167,15,S,12,S,0,S
4234761,12,S,15,S,0,S
4232456,14,S,8,S,91,V
4232456,8,S,11,N,695,V
4232676,14,S,12,S,208,V
4233126,15,S,12,S,848,V
4233482,13,S,4,S,404,V
4233752,14,S,5,N,467,V
4234535,14,S,6,S,183,V
4235172,6,S,11,N,0,S
4235215,11,N,6,S,0,S
4235478,6,S,11,N,0,S
4236255,11,N,6,S,0,S
4236721,6,S,11,N,0,S
4236967,11,N,6,S,0,S
4235269,13,S,5,N,783,V
4235399,15,S,9,S,501,V
4235572,10,S,8,S,837,V
4235572,8,S,11,N,382,V
4235833,0,N,8,S,819,V
4235833,8,S,11,N,881,V
4236185,14,S,6,S,854,V
4236185,6,S,11,N,190,V
4236280,13,S,2,N,608,V
4237757,15,S,5,N,0,S
4238499,5,N,15,S,0,S
4237677,14,S,12,S,630,V
4238510,15,S,9,S,832,V
4239577,0,N,8,S,0,S
4240132,8,S,0,N,0,S
4240479,0,N,8,S,0,S
4240855,8,S,0,N,0,S
4241301,0,N,8,S,0,S
4239355,8,S,11,N,126,V
4239507,15,S,13,S,726,V
4239876,14,S,8,S,369,V
4240149,8,S,11,N,0,S
4240260,11,N,8,S,0,S
4240973,8,S,11,N,0,S
4241046,11,N,8,S,0,S
4241654,8,S,11,N,0,S
4240941,13,S,5,N,730,V
4241202,15,S,8,S,375,V
4241818,14,S,2,N,0,S
4242368,2,N,14,S,0,S
4243147,14,S,2,N,0,S
4243645,2,N,14,S,0,S
4243812,14,S,2,N,0,S
4244565,2,N,14,S,0,S
4242281,14,S,13,S,0,S
4243134,13,S,14,S,0,S
4243492,14,S,13,S,0,S
4243521,13,S,14,S,0,S
4242270,14,S,13,S,882,V
4242641,15,S,6,S,503,V
4242641,6,S,11,N,414,V
4242762,9,S,12,S,481,V
4243636,15,S,10,S,784,V
4244558,15,S,7,S,767,V
4244558,7,S,11,N,286,V
4244565,14,S,8,S,766,V
4245072,8,S,11,N,0,S
4245639,11,N,8,S,0,S
4246228,8,S,11,N,0,S
4246556,11,N,8,S,0,S
4246722,8,S,11,N,0,S
4245024,13,S,4,S,631,V
4245494,10,S,13,S,664,V
4246215,1,N,6,S,793,V
4246313,6,S,11,N,0,S
4246662,11,N,6,S,0,S
4246822,6,S,11,N,0,S
4247245,11,N,6,S,0,S
4247859,6,S,11,N,0,S
4246280,15,S,9,S,735,V
4246850,14,S,3,N,561,V
4247436,12,S,2,N,507,V
4247887,14,S,13,S,362,V
4248115,0,N,8,S,122,V
4248115,8,S,11,N,757,V
4248214,12,S,5,N,84,V
4248434,12,S,2,N,478,V
4248589,15,S,12,S,579,V
4249725,14,S,8,S,729,V
4249725,8,S,11,N,93,V
4250584,15,S,13,S,0,S
4250746,13,S,15,S,0,S
4250782,15,S,13,S,0,S
4251322,15,S,10,S,868,V
4251639,14,S,3,N,451,V
4253043,15,S,9,S,0,S
4253524,9,S,15,S,0,S
4253721,15,S,9,S,0,S
4254147,9,S,15,S,0,S
4254574,15,S,9,S,0,S
4255365,9,S,15,S,0,S
4252727,15,S,13,S,120,V
4253403,1,N,6,S,0,S
4254169,6,S,1,N,0,S
4254916,1,N,6,S,0,S
4255661,6,S,1,N,0,S
4252747,6,S,11,N,75,V
4253046,10,S,7,S,655,V
4253046,7,S,11,N,354,V
4253447,14,S,10,S,574,V
4253874,15,S,2,N,470,V
4254326,13,S,5,N,793,V
4254956,14,S,12,S,91,V
4255201,15,S,12,S,108,V
4255377,14,S,6,S,4,V
4255377,6,S,11,N,62,V
4255805,14,S,13,S,325,V
4256497,15,S,12,S,40,V
4257582,14,S,9,S,493,V
4257803,13,S,3,N,480,V
4258026,15,S,8,S,757,V
4258026,8,S,11,N,9,V
4258156,9,S,12,S,230,V
4258188,1,N,6,S,38,V
4258256,6,S,11,N,0,S
4258355,11,N,6,S,0,S
4259250,6,S,11,N,0,S
4258250,10,S,13,S,492,V
4258934,12,S,2,N,245,V
4259408,14,S,8,S,568,V
4259408,8,S,11,N,41,V
4260971,0,N,8,S,0,S
4261150,8,S,0,N,0,S
4261456,0,N,8,S,0,S
4262164,8,S,0,N,0,S
4262240,0,N,8,S,0,S
4260371,8,S,11,N,48,V
4260445,15,S,6,S,253,V
4260445,6,S,11,N,8,V
4260910,0,N,7,S,500,V
4261610,13,S,5,N,726,V
4261678,14,S,10,S,0,S
4262149,10,S,14,S,0,S
4262810,14,S,10,S,0,S
4262964,10,S,14,S,0,S
4263838,14,S,10,S,0,S
4264314,10,S,14,S,0,S
4261899,15,S,2,N,192,V
4262148,14,S,13,S,19,V
4262246,9,S,6,S,55,V
4262246,6,S,11,N,735,V
4262337,15,S,13,S,423,V
4262473,12,S,2,N,462,V
4262625,0,N,9,S,476,V
4262923,13,S,3,N,558,V
4263385,0,N,8,S,226,V
4263979,8,S,11,N,0,S
4263981,11,N,8,S,0,S
4264029,8,S,11,N,0,S
4264288,11,N,8,S,0,S
4264549,8,S,11,N,0,S
4264790,11,N,8,S,0,S
4263431,14,S,13,S,758,V
4263933,9,S,12,S,308,V
4264158,12,S,3,N,312,V
4264366,15,S,13,S,739,V
4264533,14,S,8,S,75,V
4264533,8,S,11,N,854,V
4265525,10,S,13,S,477,V
4266398,15,S,5,N,0,S
4266609,5,N,15,S,0,S
4266784,15,S,5,N,0,S
4267242,5,N,15,S,0,S
4267613,15,S,5,N,0,S
4266130,14,S,7,S,620,V
4266130,7,S,11,N,158,V
4266997,15,S,5,N,882,V
4267742,14,S,8,S,463,V
4267742,8,S,11,N,840,V
4268811,12,S,4,S,0,S
4269178,4,S,12,S,0,S
4270053,12,S,4,S,0,S
4270900,4,S,12,S,0,S
4270909,12,S,4,S,0,S
4271175,4,S,12,S,0,S
4268666,15,S,8,S,819,V
4269263,9,S,12,S,554,V
4269454,14,S,12,S,585,V
4269892,0,N,10,S,161,V
4270554,13,S,4,S,660,V
4271209,1,N,6,S,0,S
4271257,6,S,1,N,0,S
4271517,1,N,6,S,0,S
4272109,6,S,1,N,0,S
4272320,1,N,6,S,0,S
4270841,6,S,11,N,50,V
4271146,15,S,5,N,843,V
4271434,14,S,13,S,378,V
4271519,10,S,8,S,887,V
4271519,8,S,11,N,436,V
4272107,9,S,6,S,757,V
4272699,14,S,10,S,627,V
4272846,15,S,8,S,751,V
4272846,8,S,11,N,477,V
4274034,1,N,7,S,874,V
4274180,13,S,2,N,539,V
4274490,15,S,12,S,799,V
4274520,14,S,12,S,821,V
4275162,12,S,5,N,658,V
4276776,13,S,5,N,0,S
4277064,5,N,13,S,0,S
4277628,13,S,5,N,0,S
4278212,5,N,13,S,0,S
4278704,13,S,5,N,0,S
4276298,15,S,13,S,402,V
4276406,12,S,5,N,311,V
4276880,14,S,5,N,852,V
4278197,15,S,12,S,235,V
4278723,14,S,9,S,720,V
4278992,15,S,6,S,390,V
4279478,12,S,5,N,77,V
4279655,15,S,2,N,690,V
4280256,14,S,10,S,893,V
4280997,15,S,2,N,169,V
4282443,15,S,3,N,0,S
4282484,3,N,15,S,0,S
4281722,1,N,6,S,569,V
4282188,6,S,11,N,0,S
4282526,11,N,6,S,0,S
4283276,6,S,11,N,0,S
4282192,14,S,12,S,515,V
4282682,0,N,10,S,327,V
4283179,14,S,2,N,208,V
4283311,15,S,13,S,620,V
4283629,10,S,8,S,0,S
4283911,8,S,10,S,0,S
4284139,10,S,8,S,0,S
4284807,8,S,10,S,0,S
4285011,10,S,8,S,0,S
4284087,8,S,11,N,0,S
4284259,11,N,8,S,0,S
4283827,14,S,3,N,874,V
4283971,1,N,10,S,493,V
4285078,13,S,2,N,591,V
4285634,15,S,3,N,74,V
4286125,14,S,12,S,648,V
4286918,9,S,12,S,254,V
4287248,15,S,3,N,600,V
4287578,14,S,8,S,53,V
4287578,8,S,11,N,478,V
4288093,15,S,2,N,395,V
4288126,13,S,2,N,21,V
4288433,14,S,8,S,500,V
4288433,8,S,11,N,724,V
4288969,15,S,9,S,238,V
4289379,13,S,2,N,489,V
4289481,9,S,6,S,410,V
4289481,6,S,11,N,766,V
4289940,15,S,13,S,10,V
4290364,14,S,5,N,149,V
4290668,15,S,10,S,697,V
4291555,13,S,4,S,636,V
4291586,1,N,10,S,468,V
4291695,14,S,2,N,146,V
4292174,15,S,7,S,693,V
4292174,7,S,11,N,371,V
4293336,12,S,2,N,229,V
4293593,14,S,8,S,331,V
4293593,8,S,11,N,269,V
4294272,15,S,12,S,543,V
4294301,14,S,8,S,658,V
4294301,8,S,11,N,729,V
4294643,1,N,10,S,671,V
4296536,12,S,3,N,0,S
4296867,3,N,12,S,0,S
4297307,12,S,3,N,0,S
4297462,3,N,12,S,0,S
4297572,12,S,3,N,0,S
4298410,3,N,12,S,0,S
4296697,15,S,8,S,0,S
4297393,8,S,15,S,0,S
4298238,15,S,8,S,0,S
4299005,8,S,15,S,0,S
4299069,15,S,8,S,0,S
4296729,8,S,11,N,0,S
4297234,11,N,8,S,0,S
4297576,8,S,11,N,0,S
4298472,11,N,8,S,0,S
4296151,10,S,8,S,474,V
4296151,8,S,11,N,553,V
4296552,14,S,9,S,536,V
4296706,15,S,6,S,563,V
4296706,6,S,11,N,663,V
4298034,14,S,8,S,682,V
4298234,15,S,5,N,725,V
4299200,14,S,7,S,492,V
4299200,7,S,11,N,514,V
4300090,15,S,12,S,539,V
4300646,14,S,9,S,302,V
4300677,10,S,13,S,380,V
4301201,9,S,7,S,450,V
4301201,7,S,11,N,424,V
4301768,15,S,3,N,743,V
4301772,1,N,10,S,177,V
4302594,14,S,3,N,604,V
4302866,12,S,2,N,891,V
4302926,15,S,13,S,571,V
4303861,10,S,13,S,646,V
4304470,14,S,12,S,278,V
4305327,15,S,10,S,0,S
4306211,10,S,15,S,0,S
4306640,15,S,10,S,0,S
4307148,10,S,15,S,0,S
4307990,15,S,10,S,0,S
4308710,10,S,15,S,0,S
4305140,14,S,7,S,291,V
4305140,7,S,11,N,582,V
4306017,14,S,13,S,810,V
4306212,13,S,4,S,288,V
4306351,15,S,12,S,278,V
4306796,15,S,12,S,494,V
4306889,0,N,9,S,161,V
4307761,10,S,7,S,618,V
4307924,15,S,2,N,264,V
4308883,14,S,9,S,0,S
4309330,9,S,14,S,0,S
4308343,15,S,13,S,792,V
4308940,12,S,4,S,755,V
4308979,13,S,4,S,615,V
4309569,14,S,9,S,246,V
4310570,15,S,13,S,0,S
4310837,13,S,15,S,0,S
4311645,15,S,13,S,0,S
4312523,13,S,15,S,0,S
4313316,15,S,13,S,0,S
4310175,14,S,5,N,144,V
4311468,15,S,5,N,667,V
4311560,14,S,13,S,646,V
4312450,12,S,5,N,315,V
4313496,15,S,3,N,55,V
4313615,13,S,4,S,185,V
4313686,1,N,9,S,882,V
4313842,14,S,13,S,193,V
4314878,15,S,12,S,198,V
4315811,14,S,2,N,0,S
4316672,2,N,14,S,0,S
4317420,14,S,2,N,0,S
4315245,15,S,5,N,223,V
4315298,13,S,5,N,832,V
4315746,12,S,5,N,311,V
4316483,14,S,9,S,639,V
4316757,15,S,7,S,25,V
4316757,7,S,11,N,750,V
4317203,1,N,9,S,444,V
4317493,15,S,6,S,0,S
4318384,6,S,15,S,0,S
4319031,15,S,6,S,0,S
4317317,6,S,11,N,293,V
4317973,10,S,6,S,713,V
4317973,6,S,11,N,796,V
4318544,15,S,7,S,623,V
4318544,7,S,11,N,863,V
4318625,9,S,12,S,777,V
4318685,14,S,12,S,0,S
4319237,12,S,14,S,0,S
4319422,14,S,12,S,0,S
4318812,14,S,7,S,647,V
4318812,7,S,11,N,647,V
4319426,12,S,2,N,488,V
4319850,13,S,5,N,729,V
4320090,15,S,7,S,115,V
4320090,7,S,11,N,717,V
4320785,14,S,12,S,185,V
4321018,15,S,5,N,751,V
4322562,14,S,9,S,0,S
4323332,9,S,14,S,0,S
4323631,14,S,9,S,0,S
4323915,9,S,14,S,0,S
4322399,9,S,8,S,356,V
4322399,8,S,11,N,247,V
4322500,15,S,13,S,720,V
4322574,14,S,13,S,447,V
4322997,13,S,2,N,434,V
4323309,12,S,3,N,615,V
4323380,15,S,8,S,547,V
4323792,8,S,11,N,0,S
4324185,11,N,8,S,0,S
4324700,8,S,11,N,0,S
4324354,14,S,2,N,405,V
4324775,0,N,8,S,0,S
4325636,8,S,0,N,0,S
4325832,0,N,8,S,0,S
4324383,1,N,9,S,365,V
4324549,15,S,9,S,514,V
4325936,14,S,13,S,0,S
4326148,13,S,14,S,0,S
4326533,14,S,13,S,0,S
4326806,13,S,14,S,0,S
4327380,14,S,13,S,0,S
4325423,15,S,10,S,825,V
4326016,0,N,9,S,858,V
4326073,13,S,2,N,55,V
4326317,13,S,4,S,617,V
4326692,15,S,10,S,497,V
4326789,14,S,13,S,805,V
4327170,12,S,3,N,695,V
4327553,9,S,12,S,536,V
4327908,15,S,3,N,776,V
4328518,14,S,12,S,155,V
4329147,14,S,9,S,821,V
4330427,15,S,6,S,0,S
4331104,6,S,15,S,0,S
4331304,15,S,6,S,0,S
4330638,6,S,11,N,0,S
4330805,11,N,6,S,0,S
4331219,6,S,11,N,0,S
4330856,14,S,7,S,878,V
4330856,7,S,11,N,269,V
4332124,12,S,4,S,0,S
4332285,4,S,12,S,0,S
4332499,12,S,4,S,0,S
4331400,15,S,6,S,105,V
4331400,6,S,11,N,686,V
4331893,13,S,3,N,710,V
4332326,15,S,9,S,458,V
4332367,1,N,7,S,438,V
4332367,7,S,11,N,137,V
4333044,14,S,6,S,0,S
4333282,6,S,14,S,0,S
4333501,14,S,6,S,0,S
4333835,6,S,14,S,0,S
4334214,14,S,6,S,0,S
4334930,6,S,14,S,0,S
4332976,13,S,5,N,610,V
4333672,14,S,7,S,555,V
4334159,7,S,11,N,0,S
4334852,11,N,7,S,0,S
4335684,7,S,11,N,0,S
4335790,11,N,7,S,0,S
4335947,7,S,11,N,0,S
4336302,11,N,7,S,0,S
4333877,15,S,12,S,219,V
4334569,0,N,8,S,871,V
4335230,15,S,5,N,277,V
4335477,14,S,12,S,888,V
4336066,10,S,13,S,671,V
4336612,15,S,5,N,410,V
4336712,13,S,4,S,645,V
4336979,14,S,12,S,599,V
4337723,15,S,2,N,0,S
4338197,2,N,15,S,0,S
4338904,15,S,2,N,0,S
4339685,2,N,15,S,0,S
4340156,15,S,2,N,0,S
4340873,2,N,15,S,0,S
4337880,13,S,3,N,604,V
4338209,14,S,7,S,628,V
4338209,7,S,11,N,440,V
4338554,15,S,8,S,286,V
4338554,8,S,11,N,481,V
4339283,0,N,10,S,774,V
4339630,14,S,3,N,0,S
4340429,3,N,14,S,0,S
4341287,14,S,3,N,0,S
4339650,1,N,10,S,0,S
4340224,10,S,1,N,0,S
4340507,1,N,10,S,0,S
4340781,10,S,1,N,0,S
4341031,1,N,10,S,0,S
4341879,10,S,1,N,0,S
4339679,15,S,13,S,681,V
4339993,14,S,12,S,693,V
4340427,9,S,6,S,120,V
4341254,15,S,3,N,12,V
4341275,14,S,12,S,195,V
4341596,14,S,10,S,675,V
4342228,0,N,8,S,796,V
4342228,8,S,11,N,640,V
4342547,14,S,8,S,540,V
4342547,8,S,11,N,49,V
4342557,15,S,5,N,271,V
4343331,10,S,13,S,765,V
4343954,14,S,3,N,281,V
4344435,15,S,10,S,655,V
4344437,13,S,2,N,830,V
4344498,1,N,6,S,522,V
4344498,6,S,11,N,112,V
4345028,14,S,9,S,734,V
4345388,13,S,2,N,815,V
4346196,15,S,9,S,0,S
4346545,9,S,15,S,0,S
4346602,15,S,9,S,0,S
4347071,9,S,15,S,0,S
4345918,15,S,2,N,496,V
4346575,15,S,6,S,478,V
4346575,6,S,11,N,66,V
4346783,10,S,13,S,511,V
4347435,12,S,3,N,0,S
4347956,3,N,12,S,0,S
4348199,12,S,3,N,0,S
4348605,3,N,12,S,0,S
4347535,14,S,5,N,341,V
4347959,0,N,7,S,475,V
4348736,7,S,11,N,0,S
4349188,11,N,7,S,0,S
4349420,7,S,11,N,0,S
4349459,11,N,7,S,0,S
4350316,7,S,11,N,0,S
4350917,11,N,7,S,0,S
4348093,12,S,2,N,93,V
4348404,15,S,12,S,62,V
4348645,14,S,12,S,392,V
4348741,1,N,10,S,831,V
4349354,9,S,7,S,161,V
4349354,7,S,11,N,83,V
4349601,12,S,3,N,850,V
4350106,13,S,3,N,319,V
4350438,15,S,10,S,0,S
4350706,10,S,15,S,0,S
4350812,15,S,10,S,0,S
4351438,10,S,15,S,0,S
4350174,14,S,12,S,370,V
4350294,15,S,2,N,874,V
4351377,5,N,13,S,161,V
4351538,5,N,13,S,699,V
4351657,12,S,2,N,405,V
4351888,14,S,8,S,15,V
4351888,8,S,11,N,95,V
4352139,10,S,6,S,637,V
4352139,6,S,11,N,346,V
4352279,14,S,5,N,440,V
4352576,15,S,9,S,579,V
4352777,13,S,3,N,326,V
4353864,14,S,12,S,659,V
4354057,10,S,6,S,572,V
4354057,6,S,11,N,397,V
4354422,0,N,7,S,877,V
4354524,13,S,3,N,472,V
4355017,15,S,10,S,0,S
4355675,10,S,15,S,0,S
4355948,15,S,10,S,0,S
4354818,14,S,3,N,120,V
4355530,15,S,12,S,535,V
4355823,14,S,13,S,125,V
4355848,13,S,2,N,880,V
4356474,1,N,7,S,653,V
4356474,7,S,11,N,468,V
4356688,15,S,9,S,119,V
4356759,12,S,3,N,668,V
4357405,14,S,2,N,563,V
4358204,1,N,9,S,842,V
4358246,14,S,13,S,738,V
4358280,15,S,5,N,621,V
4360058,14,S,2,N,311,V
4360204,0,N,10,S,201,V
4360624,15,S,10,S,151,V
4361577,15,S,13,S,733,V
4362130,14,S,8,S,704,V
4362130,8,S,11,N,803,V
4362436,15,S,5,N,306,V
4363053,13,S,2,N,711,V
4363398,2,N,12,S,362,V
4363988,0,N,8,S,179,V
4363988,8,S,11,N,886,V
4364612,14,S,12,S,0,S
4364706,12,S,14,S,0,S
4365126,14,S,12,S,0,S
4364267,12,S,4,S,805,V
4364355,15,S,5,N,443,V
4364626,14,S,12,S,195,V
4365551,14,S,13,S,560,V
4365658,1,N,7,S,248,V
4365658,7,S,11,N,251,V
4365939,15,S,13,S,117,V
4366051,13,S,4,S,889,V
4366663,10,S,13,S,156,V
4366668,14,S,3,N,338,V
4366994,15,S,7,S,72,V
4366994,7,S,11,N,614,V
4367074,1,N,7,S,871,V
4367074,7,S,11,N,571,V
4367438,9,S,6,S,99,V
4368257,6,S,11,N,0,S
4368583,11,N,6,S,0,S
4368782,6,S,11,N,0,S
4369306,11,N,6,S,0,S
4369555,6,S,11,N,0,S
4367881,12,S,4,S,282,V
4368077,0,N,7,S,733,V
4368077,7,S,11,N,272,V
4368369,15,S,9,S,297,V
4368692,14,S,8,S,612,V
4368692,8,S,11,N,846,V
4368713,12,S,3,N,636,V
4369899,15,S,2,N,141,V
4369968,14,S,2,N,749,V
4371224,14,S,7,S,0,S
4371309,7,S,14,S,0,S
4371353,14,S,7,S,0,S
4371021,7,S,11,N,358,V
4372021,12,S,5,N,0,S
4372739,5,N,12,S,0,S
4373217,12,S,5,N,0,S
4373881,5,N,12,S,0,S
4374072,12,S,5,N,0,S
4374845,5,N,12,S,0,S
4371746,15,S,13,S,304,V
4372456,14,S,12,S,230,V
4372531,1,N,6,S,810,V
4372531,6,S,11,N,95,V
4372635,15,S,13,S,553,V
4373686,0,N,9,S,0,S
4374128,9,S,0,N,0,S
4374736,0,N,9,S,0,S
4375361,9,S,0,N,0,S
4375398,0,N,9,S,0,S
4373738,15,S,13,S,813,V
4374428,14,S,3,N,530,V
4375093,13,S,5,N,260,V
4375661,12,S,4,S,0,S
4376081,4,S,12,S,0,S
4376537,12,S,4,S,0,S
4375934,14,S,7,S,713,V
4375934,7,S,11,N,424,V
4376033,15,S,10,S,835,V
4377299,12,S,3,N,0,S
4377782,3,N,12,S,0,S
4376705,1,N,7,S,803,V
4376705,7,S,11,N,301,V
4377121,10,S,13,S,507,V
4377752,14,S,3,N,0,S
4378515,3,N,14,S,0,S
4377950,0,N,9,S,877,V
4378573,15,S,8,S,156,V
4378573,8,S,11,N,611,V
4378852,14,S,13,S,320,V
4378902,1,N,10,S,379,V
4378965,15,S,9,S,770,V
4380400,15,S,3,N,254,V
4380629,14,S,12,S,495,V
4382079,14,S,12,S,0,S
4382860,12,S,14,S,0,S
4383238,14,S,12,S,0,S
4382263,13,S,4,S,0,S
4382910,4,S,13,S,0,S
4382957,13,S,4,S,0,S
4383623,4,S,13,S,0,S
4383761,13,S,4,S,0,S
4384276,4,S,13,S,0,S
4382291,9,S,8,S,335,V
4382291,8,S,11,N,367,V
4382885,15,S,12,S,0,S
4383440,12,S,15,S,0,S
4384319,15,S,12,S,0,S
4382578,14,S,3,N,823,V
4382997,12,S,3,N,742,V
4383923,15,S,9,S,514,V
4383991,0,N,7,S,251,V
4383991,7,S,11,N,654,V
4384693,14,S,5,N,201,V
4384842,12,S,4,S,434,V
4384891,15,S,8,S,679,V
4384891,8,S,11,N,529,V
4385810,0,N,8,S,230,V
4385810,8,S,11,N,455,V
4386144,14,S,13,S,629,V
4386324,15,S,5,N,670,V
4387724,12,S,2,N,193,V
4387913,14,S,9,S,808,V
4388176,15,S,3,N,382,V
4388253,13,S,3,N,736,V
4389180,15,S,3,N,325,V
4389836,14,S,13,S,0,S
4390283,13,S,14,S,0,S
4390722,14,S,13,S,0,S
4389233,9,S,12,S,434,V
4389973,0,N,10,S,164,V
4390118,13,S,4,S,729,V
4391076,15,S,8,S,0,S
4391747,8,S,15,S,0,S
4392012,15,S,8,S,0,S
4392226,8,S,15,S,0,S
4390630,14,S,7,S,477,V
4390630,7,S,11,N,376,V
4391985,15,S,13,S,91,V
4392489,14,S,3,N,0,S
4392813,3,N,14,S,0,S
4393354,14,S,3,N,0,S
4393761,3,N,14,S,0,S
4394110,14,S,3,N,0,S
4393141,14,S,9,S,0,S
4393753,9,S,14,S,0,S
4394363,14,S,9,S,0,S
4394660,9,S,14,S,0,S
4393143,13,S,5,N,45,V
4393235,15,S,10,S,79,V
4393989,14,S,8,S,0,S
4394259,8,S,14,S,0,S
4395038,14,S,8,S,0,S
4393506,9,S,12,S,534,V
4394322,14,S,5,N,893,V
4394850,15,S,13,S,212,V
4395431,15,S,3,N,100,V
4396391,15,S,2,N,379,V
4396647,14,S,3,N,834,V
4397134,15,S,13,S,534,V
4399178,12,S,2,N,0,S
4399284,2,N,12,S,0,S
4399370,12,S,2,N,0,S
4399596,2,N,12,S,0,S
4398477,13,S,2,N,244,V
4398487,14,S,3,N,820,V
4399306,15,S,8,S,558,V
4400096,9,S,8,S,665,V
4400735,15,S,2,N,522,V
4401043,14,S,9,S,53,V
4401749,14,S,12,S,0,S
4402617,12,S,14,S,0,S
4402843,14,S,12,S,0,S
4402191,0,N,8,S,0,S
4402481,8,S,0,N,0,S
4402554,0,N,8,S,0,S
4402855,8,S,0,N,0,S
4403107,0,N,8,S,0,S
4403987,8,S,0,N,0,S
4401683,8,S,11,N,877,V
4401959,15,S,10,S,731,V
4403304,14,S,13,S,158,V
4403562,0,N,8,S,400,V
4403958,8,S,11,N,0,S
4404353,11,N,8,S,0,S
4404355,8,S,11,N,0,S
4403876,14,S,13,S,114,V
4404109,12,S,2,N,410,V
4404262,15,S,9,S,692,V
4404990,13,S,2,N,270,V
4405472,10,S,13,S,201,V
4405779,14,S,2,N,392,V
4406062,15,S,12,S,633,V
4406370,9,S,7,S,403,V
4408091,14,S,9,S,0,S
4408513,9,S,14,S,0,S
4408602,14,S,9,S,0,S
4408470,15,S,9,S,0,S
4408740,9,S,15,S,0,S
4409285,15,S,9,S,0,S
4409798,9,S,15,S,0,S
4407997,10,S,6,S,165,V
4407997,6,S,11,N,318,V
4409064,14,S,10,S,467,V
4409238,15,S,13,S,772,V
4410227,14,S,13,S,518,V
4410754,1,N,6,S,70,V
4410754,6,S,11,N,173,V
4410907,15,S,9,S,387,V
4411053,14,S,9,S,759,V
4411442,9,S,12,S,100,V
4412446,12,S,5,N,307,V
4412492,13,S,5,N,873,V
4412734,10,S,8,S,653,V
4412734,8,S,11,N,190,V
4412980,14,S,13,S,0,S
4413448,13,S,14,S,0,S
4413521,14,S,13,S,0,S
4414112,13,S,14,S,0,S
4412834,15,S,6,S,379,V
4412834,6,S,11,N,526,V
4412924,12,S,5,N,91,V
4414343,14,S,10,S,0,S
4414451,10,S,14,S,0,S
4414835,14,S,10,S,0,S
4414886,10,S,14,S,0,S
4415106,14,S,10,S,0,S
4414382,14,S,9,S,543,V
4414582,15,S,7,S,401,V
4414582,7,S,11,N,800,V
4415381,13,S,2,N,808,V
4416333,14,S,5,N,0,S
4416496,5,N,14,S,0,S
4416147,12,S,4,S,607,V
4416461,13,S,5,N,0,S
4417130,5,N,13,S,0,S
4417382,13,S,5,N,0,S
4417992,5,N,13,S,0,S
4418391,13,S,5,N,0,S
4416765,15,S,8,S,0,S
4416971,8,S,15,S,0,S
4417470,15,S,8,S,0,S
4416663,8,S,11,N,554,V
4417049,14,S,13,S,791,V
4418047,15,S,13,S,724,V
4418450,9,S,8,S,80,V
4419334,8,S,11,N,0,S
4420046,11,N,8,S,0,S
4420891,8,S,11,N,0,S
4421242,11,N,8,S,0,S
4418616,10,S,13,S,875,V
4418706,14,S,8,S,815,V
4418706,8,S,11,N,586,V
4419470,15,S,3,N,95,V
4419907,1,N,6,S,407,V
4420903,14,S,6,S,379,V
4420975,6,S,11,N,0,S
4421484,11,N,6,S,0,S
4421920,6,S,11,N,0,S
4422609,11,N,6,S,0,S
4420917,15,S,10,S,494,V
4422001,12,S,3,N,836,V
4422025,14,S,13,S,154,V
4422279,15,S,9,S,636,V
4423055,14,S,2,N,49,V
4423191,10,S,13,S,650,V
4423299,15,S,13,S,216,V
4424155,12,S,4,S,0,S
4424815,4,S,12,S,0,S
4424938,12,S,4,S,0,S
4425625,4,S,12,S,0,S
4426093,12,S,4,S,0,S
4424098,13,S,3,N,309,V
4424290,1,N,6,S,217,V
4424290,6,S,11,N,3,V
4424751,14,S,13,S,0,S
4425482,13,S,14,S,0,S
4425631,14,S,13,S,0,S
4425922,13,S,14,S,0,S
4426133,14,S,13,S,0,S
4425092,14,S,7,S,491,V
4425267,15,S,7,S,636,V
4425806,0,N,7,S,178,V
4426151,15,S,9,S,251,V
4426832,15,S,3,N,783,V
4427721,13,S,2,N,0,S
4427917,2,N,13,S,0,S
4428002,14,S,7,S,0,S
4428634,7,S,14,S,0,S
4429404,14,S,7,S,0,S
4430200,7,S,14,S,0,S
4427337,7,S,11,N,843,V
4427917,15,S,10,S,252,V
4428006,12,S,2,N,592,V
4428402,14,S,13,S,815,V
4428442,15,S,6,S,42,V
4428442,6,S,11,N,90,V
4428706,15,S,13,S,488,V
4429242,13,S,3,N,527,V
4430391,14,S,6,S,342,V
4430391,6,S,11,N,741,V
4430400,0,N,8,S,178,V
4430400,8,S,11,N,186,V
4430718,15,S,12,S,686,V
4430751,10,S,7,S,24,V
4430751,7,S,11,N,177,V
4431325,13,S,3,N,544,V
4432098,14,S,2,N,607,V
4432121,1,N,10,S,492,V
4432706,15,S,13,S,679,V
4433957,14,S,12,S,615,V
4434416,15,S,13,S,685,V
4434954,9,S,8,S,200,V
4434954,8,S,11,N,69,V
4435743,14,S,9,S,80,V
4436536,15,S,13,S,743,V
4436687,13,S,3,N,0,S
4437190,3,N,13,S,0,S
4437825,13,S,3,N,0,S
4437043,14,S,10,S,427,V
4438010,0,N,9,S,0,S
4438836,9,S,0,N,0,S
4437487,10,S,13,S,878,V
